Reference file name,Perturbation file name,IoU
01001_wk00_1.jpg,01001_wk00_1_aug.jpg,0.7645240748141727
01001_wk00_2.jpg,01001_wk00_2_aug.jpg,0.839072276322323
01001_wk04_2.jpg,01001_wk04_2_aug.jpg,0.8926118178639628
01001_wk12_1.jpg,01001_wk12_1_aug.jpg,0.8295906299252754
01001_wk12_2.jpg,01001_wk12_2_aug.jpg,0.8919003950174204
01001_wk16.jpg,01001_wk16_aug.jpg,0.9036144578313253
01003_wk12.jpg,01003_wk12_aug.jpg,0.8621439449046769
01003_wk16.jpg,01003_wk16_aug.jpg,0.7811867626797554
01003_wk16_2.jpg,01003_wk16_2_aug.jpg,0.9344515788646544
01005_wk00.jpg,01005_wk00_aug.jpg,0.7512666140998219
01005_wk00_2.jpg,01005_wk00_2_aug.jpg,0.9616380010284447
01005_wk12.jpg,01005_wk12_aug.jpg,0.8300370863896763
01005_wk12_2.jpg,01005_wk12_2_aug.jpg,0.6666538359550754
01005_wk16.jpg,01005_wk16_aug.jpg,0.5499587118084228
01005_wk16_1.jpg,01005_wk16_1_aug.jpg,0.8841291842094293
01011_wk04.jpg,01011_wk04_aug.jpg,0.9678661767175786
01011_wk04_2.jpg,01011_wk04_2_aug.jpg,0.9978960337524578
01011_wk12.jpg,01011_wk12_aug.jpg,0.8418282940357367
01011_wk12_2.jpg,01011_wk12_2_aug.jpg,1.0
01013_wk00.jpg,01013_wk00_aug.jpg,0.8459894280849588
01013_wk00_2.jpg,01013_wk00_2_aug.jpg,0.9088019848603186
01013_wk04.jpg,01013_wk04_aug.jpg,0.8369149095163946
01013_wk04_2.jpg,01013_wk04_2_aug.jpg,0.7025488337037048
01013_wk12.jpg,01013_wk12_aug.jpg,1.0
01014_wk04.jpg,01014_wk04_aug.jpg,0.8892845385850595
01014_wk12.jpg,01014_wk12_aug.jpg,0.9720852978098985
01014_wk12_2.jpg,01014_wk12_2_aug.jpg,0.9286750136262837
01014_wk16.jpg,01014_wk16_aug.jpg,0.7761095949601442
01029_wk00.jpg,01029_wk00_aug.jpg,0.7854090617202012
01029_wk04.jpg,01029_wk04_aug.jpg,0.6219849900444172
01029_wk12.jpg,01029_wk12_aug.jpg,0.859330796995415
01029_wk12_1.jpg,01029_wk12_1_aug.jpg,0.5447532462868501
