Reference file name,Perturbation file name,IoU
01001_wk00_1.jpg,01001_wk00_1_aug.jpg,0.6540863656004503
01001_wk00_2.jpg,01001_wk00_2_aug.jpg,1.0
01001_wk04_2.jpg,01001_wk04_2_aug.jpg,0.6480770932993638
01001_wk12_1.jpg,01001_wk12_1_aug.jpg,0.8348584679069381
01001_wk12_2.jpg,01001_wk12_2_aug.jpg,0.810506459357494
01001_wk16.jpg,01001_wk16_aug.jpg,0.5987126881748941
01003_wk12.jpg,01003_wk12_aug.jpg,0.9351860933380258
01003_wk16.jpg,01003_wk16_aug.jpg,0.9451416301601292
01003_wk16_2.jpg,01003_wk16_2_aug.jpg,0.9479545941315056
01005_wk00.jpg,01005_wk00_aug.jpg,0.9800006278657919
01005_wk00_2.jpg,01005_wk00_2_aug.jpg,0.9455572601074492
01005_wk12.jpg,01005_wk12_aug.jpg,0.7724433633608873
01005_wk12_2.jpg,01005_wk12_2_aug.jpg,0.9621369377213147
01005_wk16.jpg,01005_wk16_aug.jpg,0.66759975849388
01005_wk16_1.jpg,01005_wk16_1_aug.jpg,0.8621799255070108
01011_wk04.jpg,01011_wk04_aug.jpg,0.9184134516977613
01011_wk04_2.jpg,01011_wk04_2_aug.jpg,0.977334233050396
01011_wk12.jpg,01011_wk12_aug.jpg,0.967043896518397
01011_wk12_2.jpg,01011_wk12_2_aug.jpg,0.9794895990409201
01013_wk00.jpg,01013_wk00_aug.jpg,0.7733208234016095
01013_wk00_2.jpg,01013_wk00_2_aug.jpg,0.9175734725698038
01013_wk04.jpg,01013_wk04_aug.jpg,0.6141870198077692
01013_wk04_2.jpg,01013_wk04_2_aug.jpg,0.7711639615892438
01013_wk12.jpg,01013_wk12_aug.jpg,0.6978959689352624
01014_wk04.jpg,01014_wk04_aug.jpg,0.5704033529210945
01014_wk12.jpg,01014_wk12_aug.jpg,0.924951804625027
01014_wk12_2.jpg,01014_wk12_2_aug.jpg,0.7344300822561692
01014_wk16.jpg,01014_wk16_aug.jpg,0
01029_wk00.jpg,01029_wk00_aug.jpg,0.7847655234690897
01029_wk04.jpg,01029_wk04_aug.jpg,0.9493291377458114
01029_wk12.jpg,01029_wk12_aug.jpg,0.47986409556372783
01029_wk12_1.jpg,01029_wk12_1_aug.jpg,0.42805002936337294
01029_wk16.jpg,01029_wk16_aug.jpg,0.6241290445738283
01030_wk00.jpg,01030_wk00_aug.jpg,0.40095526642775775
01030_wk04.jpg,01030_wk04_aug.jpg,0.8758262469227093
01030_wk12.jpg,01030_wk12_aug.jpg,0.0
01030_wk16.jpg,01030_wk16_aug.jpg,0
01037_wk00.jpg,01037_wk00_aug.jpg,0.8225520926380069
01037_wk04.jpg,01037_wk04_aug.jpg,0.6765443704193561
01037_wk12.jpg,01037_wk12_aug.jpg,0.820752428199744
01037_wk16.jpg,01037_wk16_aug.jpg,0.8055735397607319
01037_wk16_2.jpg,01037_wk16_2_aug.jpg,0.8550467486993556
01037_wk16_3.jpg,01037_wk16_3_aug.jpg,0.42612062546537605
01039_wk00.jpg,01039_wk00_aug.jpg,0.9875809285422031
01039_wk00_2.jpg,01039_wk00_2_aug.jpg,0.8752736123640449
01039_wk04.jpg,01039_wk04_aug.jpg,0.9737386098662124
01039_wk04_2.jpg,01039_wk04_2_aug.jpg,0.8740029550792632
01039_wk12.jpg,01039_wk12_aug.jpg,0.0
01039_wk12_2.jpg,01039_wk12_2_aug.jpg,0.9379705400981997
01040_wk00_2.jpg,01040_wk00_2_aug.jpg,0.569437673845095
01040_wk16.jpg,01040_wk16_aug.jpg,0.8638454861111111
01041_wk04.jpg,01041_wk04_aug.jpg,0
01041_wk12.jpg,01041_wk12_aug.jpg,0
01042_wk00.jpg,01042_wk00_aug.jpg,0.7720782173715325
01042_wk04.jpg,01042_wk04_aug.jpg,0.29621369970048184
01042_wk04_2.jpg,01042_wk04_2_aug.jpg,0.49292812807380526
01042_wk12.jpg,01042_wk12_aug.jpg,0.7535329578021543
01042_wk16.jpg,01042_wk16_aug.jpg,0.9464117831400815
01044_wk00.jpg,01044_wk00_aug.jpg,0.9933866752640343
01044_wk00_2.jpg,01044_wk00_2_aug.jpg,0.9531167235022244
01044_wk04_2.jpg,01044_wk04_2_aug.jpg,0.8102279189815828
01044_wk12.jpg,01044_wk12_aug.jpg,0.4195447185446233
01044_wk16.jpg,01044_wk16_aug.jpg,0.7470604106904485
01044_wk16_2.jpg,01044_wk16_2_aug.jpg,0.9696738799146601
01046_wk00.jpg,01046_wk00_aug.jpg,0.9568603095738583
01046_wk00_2.jpg,01046_wk00_2_aug.jpg,0.6408434178146485
01046_wk04.jpg,01046_wk04_aug.jpg,0.982269167447722
01046_wk12.jpg,01046_wk12_aug.jpg,0.9687309383928858
01047_wk00.jpg,01047_wk00_aug.jpg,0.9321729684994569
01047_wk00_2.jpg,01047_wk00_2_aug.jpg,0.9872003863055963
01047_wk04_2.jpg,01047_wk04_2_aug.jpg,0.9256648109723816
01047_wk04_3.jpg,01047_wk04_3_aug.jpg,0
01047_wk12_2.jpg,01047_wk12_2_aug.jpg,0.9752917622930807
01047_wk16_3.jpg,01047_wk16_3_aug.jpg,0.6243414120126449
01052_wk00.jpg,01052_wk00_aug.jpg,0.99274211479211
01052_wk12.jpg,01052_wk12_aug.jpg,0.6227962763524778
01052_wk16.jpg,01052_wk16_aug.jpg,0.8785290661127662
01061_wk00.jpg,01061_wk00_aug.jpg,0.6595533298160219
01061_wk12.jpg,01061_wk12_aug.jpg,0.4825738345622306
01061_wk16.jpg,01061_wk16_aug.jpg,0.7866146506898198
01063_wk00_2.jpg,01063_wk00_2_aug.jpg,0.9831814379430283
01063_wk04.jpg,01063_wk04_aug.jpg,0.6736973389241866
01063_wk04_2.jpg,01063_wk04_2_aug.jpg,0.8674215163448945
01063_wk12.jpg,01063_wk12_aug.jpg,0.9972259166420042
01063_wk16.jpg,01063_wk16_aug.jpg,0.9970280464674182
01063_wk16_2.jpg,01063_wk16_2_aug.jpg,0.9522886925651571
01064_wk04.jpg,01064_wk04_aug.jpg,0.7760962590764735
01064_wk16.jpg,01064_wk16_aug.jpg,0.6730789506474586
01066_wk04.jpg,01066_wk04_aug.jpg,0
01066_wk12.jpg,01066_wk12_aug.jpg,0
01066_wk16.jpg,01066_wk16_aug.jpg,0.74077607523218
01067_wk00_2.jpg,01067_wk00_2_aug.jpg,0.8668188736681888
01067_wk04.jpg,01067_wk04_aug.jpg,0.8861130047720255
01067_wk16.jpg,01067_wk16_aug.jpg,0.8565598904895109
01068_wk00.jpg,01068_wk00_aug.jpg,0.9214669233107081
01068_wk00_2.jpg,01068_wk00_2_aug.jpg,0.0
01068_wk00_3.JPG,01068_wk00_3_aug.jpg,0.6801713176445355
01068_wk04.jpg,01068_wk04_aug.jpg,0.8078013584952053
01068_wk04_2.jpg,01068_wk04_2_aug.jpg,0.6392514625794468
01068_wk16.jpg,01068_wk16_aug.jpg,0.0
01068_wk16_2.jpg,01068_wk16_2_aug.jpg,0.26589945487583283
01068_wk16_3.jpg,01068_wk16_3_aug.jpg,0.7524698352117996
02001_wk00.JPG,02001_wk00_aug.jpg,0.8541407036891613
