file_name,coverage,precision,f1_score
02038_wk16_2.JPG,0.38846892525159404,0.544586124453443,0.4534668914556281
02065_wk00_2.JPG,0.8231672655663155,0.6931038756244632,0.7525572525282522
02019_wk16.JPG,0.5172493863199098,0.8132790903875241,0.6323323668363106
02037_wk00.JPG,0.934315290833536,0.7006194179437735,0.8007652314498889
02013_wk00_2.JPG,0.9978703681974984,0.4085123041968287,0.5797032790628717
02041_wk04_3.JPG,0.3664873320374116,0.9683943827608869,0.5317389095432768
02003_wk00_2.JPG,0.9989658271820873,0.40304423678455115,0.5743573883504347
01013_wk00.jpg,0.8640509607312087,0.2829712705723362,0.42632407903636105
01068_wk00_2.jpg,0.4375709317224968,0.541910839576981,0.48418344870191354
02066_wk04.JPG,0.6413751242658345,0.9361014018280269,0.7612058157335125
02065_wk04_2.JPG,0.36967431703168635,0.8646007268441214,0.5179083621387071
02013_wk00.JPG,0.9184225390239649,0.5327505246787758,0.6743373368485528
02033_wk00.JPG,0.5338123972440149,0.901374716693554,0.6705258062319276
01037_wk00.jpg,0.26096014073422524,0.5715879132021903,0.3583256523535582
02024_wk04_2.JPG,0.9494065459777005,0.3758165669662031,0.538479453428735
02003_wk00.JPG,0.999597236179922,0.41726449603596283,0.5887609602402675
02036_wk00.JPG,0.9912778910582339,0.7509303291730014,0.8545254515392885
01063_wk12.jpg,0.9828367703600139,0.6975193983052529,0.8159552426773142
02037_wk04.JPG,0.9993536621961635,0.440322383791889,0.6113011159915078
01029_wk12.jpg,0.08554526748971193,0.05148527112583397,0.06428233202230361
02019_wk04.JPG,0.4880211081794195,0.923957776949473,0.638693542753245
02031_wk12.JPG,0.9973828784011767,0.9197163274144652,0.9569763684283865
01030_wk16.jpg,0.3440944487985459,0.8688055239779378,0.4929526994744386
01046_wk04.jpg,0.9701384708007225,0.060208191661871635,0.11337986546958995
01040_wk16.jpg,0.9986279846865388,0.5141799122657096,0.678836289242896
01003_wk16_2.jpg,0.994532432242981,0.41651772222941763,0.5871377173209218
01047_wk16_3.jpg,0.0,0.0,0
02041_wk04_2.JPG,0.9598863967847535,0.8421264026672448,0.8971586423130737
01001_wk04_2.jpg,0.5608724849839992,0.500334672021419,0.528876853058907
02002_wk00_2.JPG,0.7291011819080913,0.38036515218079836,0.4999244654672902
02002_wk00.JPG,0.996354418686491,0.389916874140606,0.5604897143590671
02013_wk04.JPG,0.7959932988396455,0.9119852483446832,0.8500506607881105
02008_wk04.JPG,0.8282083902196847,0.882015828469057,0.8542656588090195
02007_wk12_2.JPG,0.9602834601617256,0.6879307081705132,0.8016051475421179
01003_wk16.jpg,0.9980879602040784,0.5282972084001012,0.6908964971085897
