Reference file name,Perturbation file name,IoU
01001_wk00_1.jpg,01001_wk00_1_aug.jpg,0.9961748872725812
01001_wk00_2.jpg,01001_wk00_2_aug.jpg,1.0
01001_wk04_2.jpg,01001_wk04_2_aug.jpg,0.9982074178193232
01001_wk12_1.jpg,01001_wk12_1_aug.jpg,0.8416289592760181
01001_wk12_2.jpg,01001_wk12_2_aug.jpg,0.7477401259627009
01001_wk16.jpg,01001_wk16_aug.jpg,0.9979032525418219
01003_wk12.jpg,01003_wk12_aug.jpg,0.9931865729563076
01003_wk16.jpg,01003_wk16_aug.jpg,0.9977935536099953
01003_wk16_2.jpg,01003_wk16_2_aug.jpg,0.9988372093023256
01005_wk00.jpg,01005_wk00_aug.jpg,0.8098180288897395
01005_wk00_2.jpg,01005_wk00_2_aug.jpg,0.992177194220327
01005_wk12.jpg,01005_wk12_aug.jpg,0.9310083453185782
01005_wk12_2.jpg,01005_wk12_2_aug.jpg,0.9756766015758821
01005_wk16.jpg,01005_wk16_aug.jpg,0.9935688615203547
01005_wk16_1.jpg,01005_wk16_1_aug.jpg,0.9953516011151714
01011_wk04.jpg,01011_wk04_aug.jpg,0.9790700066007864
01011_wk04_2.jpg,01011_wk04_2_aug.jpg,0.9972548257310792
01011_wk12.jpg,01011_wk12_aug.jpg,0.9990892455894458
01011_wk12_2.jpg,01011_wk12_2_aug.jpg,0.9388264669163545
01013_wk00.jpg,01013_wk00_aug.jpg,0.9968964458115771
01013_wk00_2.jpg,01013_wk00_2_aug.jpg,0.7663587390079815
01013_wk04.jpg,01013_wk04_aug.jpg,0.8070031726385285
01013_wk04_2.jpg,01013_wk04_2_aug.jpg,0.9963493923878848
01013_wk12.jpg,01013_wk12_aug.jpg,1.0
01014_wk04.jpg,01014_wk04_aug.jpg,0.9498878342551482
01014_wk12.jpg,01014_wk12_aug.jpg,0.7614971471467417
01014_wk12_2.jpg,01014_wk12_2_aug.jpg,0.8633382402369693
01014_wk16.jpg,01014_wk16_aug.jpg,0.9935796846144263
01029_wk00.jpg,01029_wk00_aug.jpg,0.9979032525418219
01029_wk04.jpg,01029_wk04_aug.jpg,0.5906018667524944
01029_wk12.jpg,01029_wk12_aug.jpg,0.7338630358899196
01029_wk12_1.jpg,01029_wk12_1_aug.jpg,0.6994690512784686
01029_wk16.jpg,01029_wk16_aug.jpg,0.9819587628865979
01030_wk00.jpg,01030_wk00_aug.jpg,0.9934922287595991
01030_wk04.jpg,01030_wk04_aug.jpg,1.0
01030_wk12.jpg,01030_wk12_aug.jpg,0.9839416511724497
01030_wk16.jpg,01030_wk16_aug.jpg,0.9942857142857143
01037_wk00.jpg,01037_wk00_aug.jpg,0.9817490579496353
01037_wk04.jpg,01037_wk04_aug.jpg,0.9972458436362905
01037_wk12.jpg,01037_wk12_aug.jpg,0.9940128155864117
01037_wk16.jpg,01037_wk16_aug.jpg,0.9990403071017274
01037_wk16_2.jpg,01037_wk16_2_aug.jpg,0.9990356798457087
01037_wk16_3.jpg,01037_wk16_3_aug.jpg,0.9955977784411012
01039_wk00.jpg,01039_wk00_aug.jpg,0.9960645994527733
01039_wk00_2.jpg,01039_wk00_2_aug.jpg,1.0
01039_wk04.jpg,01039_wk04_aug.jpg,0.39253648389641066
01039_wk04_2.jpg,01039_wk04_2_aug.jpg,0.993168933633563
01039_wk12.jpg,01039_wk12_aug.jpg,0.9900900900900901
